Array Size, Qty operations, method
632,9332,Quicksort
632,2527,Radixsort
633,279717,Bubblesort
633,196460,Insertionsort
633,16679,Heapsort
633,14698,Mergesort
633,10408,Quicksort
633,2531,Radixsort
634,281005,Bubblesort
634,199406,Insertionsort
634,16630,Heapsort
634,14716,Mergesort
634,10117,Quicksort
634,2535,Radixsort
635,284810,Bubblesort
635,209078,Insertionsort
635,16666,Heapsort
635,14736,Mergesort
635,9566,Quicksort
635,2539,Radixsort
636,286886,Bubblesort
636,206974,Insertionsort
636,16746,Heapsort
636,14756,Mergesort
636,9274,Quicksort
636,2543,Radixsort
637,283889,Bubblesort
637,200730,Insertionsort
637,16842,Heapsort
637,14780,Mergesort
637,9246,Quicksort
637,2547,Radixsort
638,287743,Bubblesort
638,204362,Insertionsort
638,16787,Heapsort
638,14800,Mergesort
638,9643,Quicksort
638,2551,Radixsort
639,288039,Bubblesort
639,210424,Insertionsort
639,16775,Heapsort
639,14822,Mergesort
639,10422,Quicksort
639,2555,Radixsort
640,286372,Bubblesort
640,204380,Insertionsort
640,16888,Heapsort
640,14844,Mergesort
640,9218,Quicksort
640,2559,Radixsort
641,291757,Bubblesort
641,208968,Insertionsort
641,16837,Heapsort
641,15108,Mergesort
641,9770,Quicksort
641,2563,Radixsort
642,293103,Bubblesort
642,210072,Insertionsort
642,16908,Heapsort
642,15120,Mergesort
642,10412,Quicksort
642,2567,Radixsort
643,290632,Bubblesort
643,205584,Insertionsort
643,17004,Heapsort
643,15134,Mergesort
643,9271,Quicksort
643,2571,Radixsort
644,289329,Bubblesort
644,200876,Insertionsort
644,17054,Heapsort
644,15148,Mergesort
644,10281,Quicksort
644,2575,Radixsort
645,295280,Bubblesort
645,212628,Insertionsort
645,17006,Heapsort
645,15166,Mergesort
645,9667,Quicksort
645,2579,Radixsort
646,295537,Bubblesort
646,216240,Insertionsort
646,17050,Heapsort
646,15180,Mergesort
646,9948,Quicksort
646,2583,Radixsort
647,292573,Bubblesort
647,209972,Insertionsort
647,17026,Heapsort
647,15196,Mergesort
647,9615,Quicksort
647,2587,Radixsort
648,295149,Bubblesort
648,215364,Insertionsort
648,17124,Heapsort
648,15212,Mergesort
648,10655,Quicksort
648,2591,Radixsort
649,294696,Bubblesort
649,203414,Insertionsort
649,17217,Heapsort
649,15238,Mergesort
649,10659,Quicksort
649,2595,Radixsort
650,300893,Bubblesort
650,216118,Insertionsort
650,17153,Heapsort
650,15252,Mergesort
650,9835,Quicksort
650,2599,Radixsort
651,291929,Bubblesort
651,199188,Insertionsort
651,17318,Heapsort
651,15268,Mergesort
651,10202,Quicksort
651,2603,Radixsort
652,295837,Bubblesort
652,204966,Insertionsort
652,17353,Heapsort
652,15284,Mergesort
652,9771,Quicksort
652,2607,Radixsort
653,302866,Bubblesort
653,216370,Insertionsort
653,17326,Heapsort
653,15304,Mergesort
653,9578,Quicksort
653,2611,Radixsort
654,298813,Bubblesort
654,210754,Insertionsort
654,17277,Heapsort
654,15320,Mergesort
654,10541,Quicksort
654,2615,Radixsort
655,299240,Bubblesort
655,206358,Insertionsort
655,17406,Heapsort
655,15338,Mergesort
655,10330,Quicksort
655,2619,Radixsort
656,303087,Bubblesort
656,222692,Insertionsort
656,17315,Heapsort
656,15356,Mergesort
656,10247,Quicksort
656,2623,Radixsort
657,302249,Bubblesort
657,219308,Insertionsort
657,17357,Heapsort
657,15398,Mergesort
657,10022,Quicksort
657,2627,Radixsort
658,306739,Bubblesort
658,218944,Insertionsort
658,17503,Heapsort
658,15412,Mergesort
658,10860,Quicksort
658,2631,Radixsort
659,304109,Bubblesort
659,221468,Insertionsort
659,17452,Heapsort
659,15428,Mergesort
659,10069,Quicksort
659,2635,Radixsort
660,303590,Bubblesort
660,217146,Insertionsort
660,17520,Heapsort
660,15444,Mergesort
660,10902,Quicksort
660,2639,Radixsort
661,307396,Bubblesort
661,223906,Insertionsort
661,17511,Heapsort
661,15464,Mergesort
661,11443,Quicksort
661,2643,Radixsort
662,308035,Bubblesort
662,217864,Insertionsort
662,17645,Heapsort
662,15480,Mergesort
662,10562,Quicksort
662,2647,Radixsort
663,310464,Bubblesort
663,228604,Insertionsort
663,17525,Heapsort
663,15498,Mergesort
663,10832,Quicksort
663,2651,Radixsort
664,313042,Bubblesort
664,230922,Insertionsort
664,17677,Heapsort
664,15516,Mergesort
664,10450,Quicksort
664,2655,Radixsort
665,306864,Bubblesort
665,209638,Insertionsort
665,17725,Heapsort
665,15544,Mergesort
665,10540,Quicksort
665,2659,Radixsort
666,307545,Bubblesort
666,218720,Insertionsort
666,17607,Heapsort
666,15560,Mergesort
666,10437,Quicksort
666,2663,Radixsort
667,312795,Bubblesort
667,221280,Insertionsort
667,17802,Heapsort
667,15578,Mergesort
667,10508,Quicksort
667,2667,Radixsort
668,309954,Bubblesort
668,225324,Insertionsort
668,17738,Heapsort
668,15596,Mergesort
668,9908,Quicksort
668,2671,Radixsort
669,317513,Bubblesort
669,224630,Insertionsort
669,17750,Heapsort
669,15618,Mergesort
669,10031,Quicksort
669,2675,Radixsort
670,316206,Bubblesort
670,225230,Insertionsort
670,17863,Heapsort
670,15636,Mergesort
670,10181,Quicksort
670,2679,Radixsort
671,317421,Bubblesort
671,230504,Insertionsort
671,17833,Heapsort
671,15656,Mergesort
671,10319,Quicksort
671,2683,Radixsort
672,317429,Bubblesort
672,227094,Insertionsort
672,17796,Heapsort
672,15676,Mergesort
672,10220,Quicksort
672,2687,Radixsort
673,315852,Bubblesort
673,219650,Insertionsort
673,18000,Heapsort
673,15750,Mergesort
673,10682,Quicksort
673,2691,Radixsort
674,318611,Bubblesort
674,226758,Insertionsort
674,18074,Heapsort
674,15764,Mergesort
674,9850,Quicksort
674,2695,Radixsort
675,320443,Bubblesort
675,232260,Insertionsort
675,17948,Heapsort
675,15780,Mergesort
675,10524,Quicksort
675,2699,Radixsort
676,320833,Bubblesort
676,230670,Insertionsort
676,18106,Heapsort
676,15796,Mergesort
676,11032,Quicksort
676,2703,Radixsort
677,322250,Bubblesort
677,231076,Insertionsort
677,18106,Heapsort
677,15816,Mergesort
677,10045,Quicksort
677,2707,Radixsort
678,322241,Bubblesort
678,230342,Insertionsort
678,18162,Heapsort
678,15832,Mergesort
678,9862,Quicksort
678,2711,Radixsort
679,319020,Bubblesort
679,222106,Insertionsort
679,18141,Heapsort
679,15850,Mergesort
679,9219,Quicksort
679,2715,Radixsort
680,323343,Bubblesort
680,226980,Insertionsort
680,18176,Heapsort
680,15868,Mergesort
680,9492,Quicksort
680,2719,Radixsort
681,317407,Bubblesort
681,226938,Insertionsort
681,18161,Heapsort
681,15896,Mergesort
681,9964,Quicksort
681,2723,Radixsort
682,329517,Bubblesort
682,235086,Insertionsort
682,18214,Heapsort
682,15912,Mergesort
682,10581,Quicksort
682,2727,Radixsort
683,322036,Bubblesort
683,218400,Insertionsort
683,18235,Heapsort
683,15930,Mergesort
683,11677,Quicksort
683,2731,Radixsort
684,327292,Bubblesort
684,237618,Insertionsort
684,18219,Heapsort
684,15948,Mergesort
684,11142,Quicksort
684,2735,Radixsort
685,326927,Bubblesort
685,231508,Insertionsort
685,18276,Heapsort
685,15970,Mergesort
685,10090,Quicksort
685,2739,Radixsort
686,326457,Bubblesort
686,228902,Insertionsort
686,18356,Heapsort
686,15988,Mergesort
686,12136,Quicksort
686,2743,Radixsort
687,335879,Bubblesort
687,244304,Insertionsort
687,18200,Heapsort
687,16008,Mergesort
687,10402,Quicksort
687,2747,Radixsort
688,331526,Bubblesort
688,237872,Insertionsort
688,18424,Heapsort
688,16028,Mergesort
688,9719,Quicksort
688,2751,Radixsort
689,336114,Bubblesort
689,247382,Insertionsort
689,18454,Heapsort
689,16072,Mergesort
689,10220,Quicksort
689,2755,Radixsort
690,332603,Bubblesort
690,243252,Insertionsort
690,18456,Heapsort
690,16088,Mergesort
690,10127,Quicksort
690,2759,Radixsort
691,335713,Bubblesort
691,239604,Insertionsort
691,18399,Heapsort
691,16106,Mergesort
691,10470,Quicksort
691,2763,Radixsort
692,333540,Bubblesort
692,237770,Insertionsort
692,18509,Heapsort
692,16124,Mergesort
692,10414,Quicksort
692,2767,Radixsort
693,334356,Bubblesort
693,235162,Insertionsort
693,18473,Heapsort
693,16146,Mergesort
693,10368,Quicksort
693,2771,Radixsort
694,333310,Bubblesort
694,238190,Insertionsort
694,18598,Heapsort
694,16164,Mergesort
694,11768,Quicksort
694,2775,Radixsort
695,340262,Bubblesort
695,247988,Insertionsort
695,18574,Heapsort
695,16184,Mergesort
695,10941,Quicksort
695,2779,Radixsort
696,336970,Bubblesort
696,237226,Insertionsort
696,18552,Heapsort
696,16204,Mergesort
696,11986,Quicksort
696,2783,Radixsort
697,340962,Bubblesort
697,246470,Insertionsort
697,18639,Heapsort
697,16234,Mergesort
697,10463,Quicksort
697,2787,Radixsort
698,340632,Bubblesort
698,243888,Insertionsort
698,18626,Heapsort
698,16252,Mergesort
698,10541,Quicksort
698,2791,Radixsort
699,346241,Bubblesort
699,245418,Insertionsort
699,18779,Heapsort
699,16272,Mergesort
699,10519,Quicksort
699,2795,Radixsort
700,346017,Bubblesort
700,254888,Insertionsort
700,18751,Heapsort
700,16292,Mergesort
700,10754,Quicksort
700,2799,Radixsort
701,342118,Bubblesort
701,241752,Insertionsort
701,18784,Heapsort
701,16316,Mergesort
701,11072,Quicksort
701,2803,Radixsort
702,344374,Bubblesort
702,241148,Insertionsort
702,18855,Heapsort
702,16336,Mergesort
702,11461,Quicksort
702,2807,Radixsort
703,345735,Bubblesort
703,245562,Insertionsort
703,18864,Heapsort
703,16358,Mergesort
703,11353,Quicksort
703,2811,Radixsort
704,347908,Bubblesort
704,245040,Insertionsort
704,18965,Heapsort
704,16380,Mergesort
704,11399,Quicksort
704,2815,Radixsort
705,352696,Bubblesort
705,249278,Insertionsort
705,18923,Heapsort
705,16518,Mergesort
705,10497,Quicksort
705,2819,Radixsort
706,345143,Bubblesort
706,248142,Insertionsort
706,18955,Heapsort
706,16532,Mergesort
706,11340,Quicksort
706,2823,Radixsort
707,346645,Bubblesort
707,244878,Insertionsort
707,18976,Heapsort
707,16548,Mergesort
707,10646,Quicksort
707,2827,Radixsort
708,349862,Bubblesort
708,248534,Insertionsort
708,19044,Heapsort
708,16564,Mergesort
708,11327,Quicksort
708,2831,Radixsort
709,348391,Bubblesort
709,246488,Insertionsort
709,19116,Heapsort
709,16584,Mergesort
709,11031,Quicksort
709,2835,Radixsort
710,350674,Bubblesort
710,249696,Insertionsort
710,19085,Heapsort
710,16600,Mergesort
710,10802,Quicksort
710,2839,Radixsort
711,357240,Bubblesort
711,270008,Insertionsort
711,18953,Heapsort
711,16618,Mergesort
711,12886,Quicksort
711,2843,Radixsort
712,350774,Bubblesort
712,247246,Insertionsort
712,19249,Heapsort
712,16636,Mergesort
712,11130,Quicksort
712,2847,Radixsort
713,356851,Bubblesort
713,260358,Insertionsort
713,19090,Heapsort
713,16664,Mergesort
713,12028,Quicksort
713,2851,Radixsort
714,356647,Bubblesort
714,253538,Insertionsort
714,19146,Heapsort
714,16680,Mergesort
714,11306,Quicksort
714,2855,Radixsort
715,358551,Bubblesort
715,261038,Insertionsort
715,19149,Heapsort
715,16698,Mergesort
715,13116,Quicksort
715,2859,Radixsort
716,353346,Bubblesort
716,249416,Insertionsort
716,19355,Heapsort
716,16716,Mergesort
716,11239,Quicksort
716,2863,Radixsort
717,355400,Bubblesort
717,251104,Insertionsort
717,19268,Heapsort
717,16738,Mergesort
717,11788,Quicksort
717,2867,Radixsort
718,361513,Bubblesort
718,252918,Insertionsort
718,19330,Heapsort
718,16756,Mergesort
718,11502,Quicksort
718,2871,Radixsort
719,363214,Bubblesort
719,262216,Insertionsort
719,19342,Heapsort
719,16776,Mergesort
719,12025,Quicksort
719,2875,Radixsort
720,363875,Bubblesort
720,266238,Insertionsort
720,19335,Heapsort
720,16796,Mergesort
720,10776,Quicksort
720,2879,Radixsort
721,357852,Bubblesort
721,249286,Insertionsort
721,19410,Heapsort
721,16840,Mergesort
721,12410,Quicksort
721,2883,Radixsort
722,368965,Bubblesort
722,270674,Insertionsort
722,19385,Heapsort
722,16856,Mergesort
722,11483,Quicksort
722,2887,Radixsort
723,362995,Bubblesort
723,254474,Insertionsort
723,19529,Heapsort
723,16874,Mergesort
723,11315,Quicksort
723,2891,Radixsort
724,372740,Bubblesort
724,268096,Insertionsort
724,19543,Heapsort
724,16892,Mergesort
724,11736,Quicksort
724,2895,Radixsort
725,367570,Bubblesort
725,258304,Insertionsort
725,19648,Heapsort
725,16914,Mergesort
725,11468,Quicksort
725,2899,Radixsort
726,365494,Bubblesort
726,254480,Insertionsort
726,19587,Heapsort
726,16932,Mergesort
726,11751,Quicksort
726,2903,Radixsort
727,366626,Bubblesort
727,262348,Insertionsort
727,19650,Heapsort
727,16952,Mergesort
727,11095,Quicksort
727,2907,Radixsort
728,375198,Bubblesort
728,280406,Insertionsort
728,19523,Heapsort
728,16972,Mergesort
728,11891,Quicksort
728,2911,Radixsort
729,367339,Bubblesort
729,259594,Insertionsort
729,19631,Heapsort
729,17002,Mergesort
729,11231,Quicksort
729,2915,Radixsort
730,369128,Bubblesort
730,266696,Insertionsort
730,19756,Heapsort
730,17020,Mergesort
730,10548,Quicksort
730,2919,Radixsort
731,370619,Bubblesort
731,273332,Insertionsort
731,19657,Heapsort
731,17040,Mergesort
731,11661,Quicksort
731,2923,Radixsort
732,372192,Bubblesort
732,260870,Insertionsort
732,19803,Heapsort
732,17060,Mergesort
732,10977,Quicksort
732,2927,Radixsort
733,375712,Bubblesort
733,275152,Insertionsort
733,19821,Heapsort
733,17084,Mergesort
733,12111,Quicksort
733,2931,Radixsort
734,373388,Bubblesort
734,263952,Insertionsort
734,19862,Heapsort
734,17104,Mergesort
734,11982,Quicksort
734,2935,Radixsort
735,369821,Bubblesort
735,254386,Insertionsort
735,19895,Heapsort
735,17126,Mergesort
735,11453,Quicksort
735,2939,Radixsort
736,375256,Bubblesort
736,265060,Insertionsort
736,19972,Heapsort
736,17148,Mergesort
736,11599,Quicksort
736,2943,Radixsort
737,377174,Bubblesort
737,275910,Insertionsort
737,19816,Heapsort
737,17224,Mergesort
737,10816,Quicksort
737,2947,Radixsort
738,379221,Bubblesort
738,268882,Insertionsort
738,19989,Heapsort
738,17240,Mergesort
738,12187,Quicksort
738,2951,Radixsort
739,377420,Bubblesort
739,271782,Insertionsort
739,19986,Heapsort
739,17258,Mergesort
739,10835,Quicksort
739,2955,Radixsort
740,383030,Bubblesort
740,272950,Insertionsort
740,20063,Heapsort
740,17276,Mergesort
740,11387,Quicksort
740,2959,Radixsort
741,380077,Bubblesort
741,282438,Insertionsort
741,19985,Heapsort
741,17298,Mergesort
741,12180,Quicksort
741,2963,Radixsort
742,387981,Bubblesort
742,284902,Insertionsort
742,20002,Heapsort
742,17316,Mergesort
742,14338,Quicksort
742,2967,Radixsort
743,383598,Bubblesort
743,275986,Insertionsort
743,20098,Heapsort
743,17336,Mergesort
743,12651,Quicksort
743,2971,Radixsort
744,384248,Bubblesort
744,269416,Insertionsort
744,20151,Heapsort
744,17356,Mergesort
744,13726,Quicksort
744,2975,Radixsort
745,388691,Bubblesort
745,294300,Insertionsort
745,20136,Heapsort
745,17386,Mergesort
745,11726,Quicksort
745,2979,Radixsort
746,387207,Bubblesort
746,272470,Insertionsort
746,20225,Heapsort
746,17404,Mergesort
746,13867,Quicksort
746,2983,Radixsort
747,387333,Bubblesort
747,268598,Insertionsort
747,20252,Heapsort
747,17424,Mergesort
747,12905,Quicksort
747,2987,Radixsort
748,391681,Bubblesort
748,278654,Insertionsort
748,20260,Heapsort
748,17444,Mergesort
748,11524,Quicksort
748,2991,Radixsort
749,383115,Bubblesort
749,265158,Insertionsort
749,20383,Heapsort
749,17468,Mergesort
749,12247,Quicksort
749,2995,Radixsort
750,391337,Bubblesort
750,280470,Insertionsort
750,20358,Heapsort
750,17488,Mergesort
750,13296,Quicksort
750,2999,Radixsort
751,392407,Bubblesort
751,280596,Insertionsort
751,20442,Heapsort
751,17510,Mergesort
751,10951,Quicksort
751,3003,Radixsort
752,391528,Bubblesort
752,275100,Insertionsort
752,20504,Heapsort
752,17532,Mergesort
752,11958,Quicksort
752,3007,Radixsort
753,394434,Bubblesort
753,292518,Insertionsort
753,20327,Heapsort
753,17578,Mergesort
753,11085,Quicksort
753,3011,Radixsort
754,395352,Bubblesort
754,275698,Insertionsort
754,20488,Heapsort
754,17596,Mergesort
754,12301,Quicksort
754,3015,Radixsort
755,395513,Bubblesort
755,284300,Insertionsort
755,20449,Heapsort
755,17616,Mergesort
755,12195,Quicksort
755,3019,Radixsort
756,399383,Bubblesort
756,293512,Insertionsort
756,20568,Heapsort
756,17636,Mergesort
756,12171,Quicksort
756,3023,Radixsort
757,396888,Bubblesort
757,285056,Insertionsort
757,20559,Heapsort
757,17660,Mergesort
757,12371,Quicksort
757,3027,Radixsort
758,404667,Bubblesort
758,292220,Insertionsort
758,20513,Heapsort
758,17680,Mergesort
758,12498,Quicksort
758,3031,Radixsort
759,403214,Bubblesort
759,293582,Insertionsort
759,20570,Heapsort
759,17702,Mergesort
759,11972,Quicksort
759,3035,Radixsort
760,404528,Bubblesort
760,287404,Insertionsort
760,20710,Heapsort
760,17724,Mergesort
760,11552,Quicksort
760,3039,Radixsort
761,410429,Bubblesort
761,300158,Insertionsort
761,20608,Heapsort
761,17756,Mergesort
761,11233,Quicksort
761,3043,Radixsort
762,400819,Bubblesort
762,288064,Insertionsort
762,20745,Heapsort
762,17776,Mergesort
762,14187,Quicksort
762,3047,Radixsort
763,409664,Bubblesort
763,302894,Insertionsort
763,20745,Heapsort
763,17798,Mergesort
763,11988,Quicksort
763,3051,Radixsort
764,410702,Bubblesort
764,292906,Insertionsort
764,20750,Heapsort
764,17820,Mergesort
764,10941,Quicksort
764,3055,Radixsort
765,408468,Bubblesort
765,302846,Insertionsort
765,20723,Heapsort
765,17846,Mergesort
765,11487,Quicksort
765,3059,Radixsort
766,410589,Bubblesort
766,298916,Insertionsort
766,20746,Heapsort
766,17868,Mergesort
766,13611,Quicksort
766,3063,Radixsort
767,403828,Bubblesort
767,284108,Insertionsort
767,20875,Heapsort
767,17892,Mergesort
767,11436,Quicksort
767,3067,Radixsort
768,410909,Bubblesort
768,301706,Insertionsort
768,20865,Heapsort
768,17916,Mergesort
768,11739,Quicksort
768,3071,Radixsort
769,414583,Bubblesort
769,297772,Insertionsort
769,20856,Heapsort
769,18436,Mergesort
769,12084,Quicksort
769,3075,Radixsort
770,410111,Bubblesort
770,286848,Insertionsort
770,20882,Heapsort
770,18448,Mergesort
770,12293,Quicksort
770,3079,Radixsort
771,418234,Bubblesort
771,300140,Insertionsort
771,20846,Heapsort
771,18462,Mergesort
771,11908,Quicksort
771,3083,Radixsort
772,415104,Bubblesort
772,300870,Insertionsort
772,20986,Heapsort
772,18476,Mergesort
772,14463,Quicksort
772,3087,Radixsort
773,416042,Bubblesort
773,304486,Insertionsort
773,20941,Heapsort
773,18494,Mergesort
773,12437,Quicksort
773,3091,Radixsort
774,419321,Bubblesort
774,306364,Insertionsort
774,21063,Heapsort
774,18508,Mergesort
774,11425,Quicksort
774,3095,Radixsort
775,419571,Bubblesort
775,298774,Insertionsort
775,21138,Heapsort
775,18524,Mergesort
775,14377,Quicksort
775,3099,Radixsort
776,415997,Bubblesort
776,299046,Insertionsort
776,21152,Heapsort
776,18540,Mergesort
776,12394,Quicksort
776,3103,Radixsort
777,416526,Bubblesort
777,292140,Insertionsort
777,21185,Heapsort
777,18566,Mergesort
777,14326,Quicksort
777,3107,Radixsort
778,423036,Bubblesort
778,311706,Insertionsort
778,21046,Heapsort
778,18580,Mergesort
778,12319,Quicksort
778,3111,Radixsort
779,420898,Bubblesort
779,305628,Insertionsort
779,21157,Heapsort
779,18596,Mergesort
779,12225,Quicksort
779,3115,Radixsort
780,421421,Bubblesort
780,300388,Insertionsort
780,21144,Heapsort
780,18612,Mergesort
780,11384,Quicksort
780,3119,Radixsort
781,423025,Bubblesort
781,300358,Insertionsort
781,21267,Heapsort
781,18632,Mergesort
781,12655,Quicksort
781,3123,Radixsort
782,431227,Bubblesort
782,316622,Insertionsort
782,21341,Heapsort
782,18648,Mergesort
782,14591,Quicksort
782,3127,Radixsort
783,426694,Bubblesort
783,307776,Insertionsort
783,21341,Heapsort
783,18666,Mergesort
783,12836,Quicksort
783,3131,Radixsort
784,425590,Bubblesort
784,306544,Insertionsort
784,21400,Heapsort
784,18684,Mergesort
784,13913,Quicksort
784,3135,Radixsort
785,430825,Bubblesort
785,303184,Insertionsort
785,21484,Heapsort
785,18726,Mergesort
785,12093,Quicksort
785,3139,Radixsort
786,427201,Bubblesort
786,303450,Insertionsort
786,21504,Heapsort
786,18740,Mergesort
786,11831,Quicksort
786,3143,Radixsort
787,423305,Bubblesort
787,290694,Insertionsort
787,21516,Heapsort
787,18756,Mergesort
787,13552,Quicksort
787,3147,Radixsort
788,425622,Bubblesort
788,304292,Insertionsort
788,21593,Heapsort
788,18772,Mergesort
788,12669,Quicksort
788,3151,Radixsort
789,432632,Bubblesort
789,309600,Insertionsort
789,21536,Heapsort
789,18792,Mergesort
789,12114,Quicksort
789,3155,Radixsort
790,430306,Bubblesort
790,307694,Insertionsort
790,21496,Heapsort
790,18808,Mergesort
790,13385,Quicksort
790,3159,Radixsort
791,433839,Bubblesort
791,306974,Insertionsort
791,21589,Heapsort
791,18826,Mergesort
791,14083,Quicksort
791,3163,Radixsort
792,429849,Bubblesort
792,307470,Insertionsort
792,21714,Heapsort
792,18844,Mergesort
792,13186,Quicksort
792,3167,Radixsort
793,435226,Bubblesort
793,309080,Insertionsort
793,21591,Heapsort
793,18872,Mergesort
793,12719,Quicksort
793,3171,Radixsort
794,439048,Bubblesort
794,320190,Insertionsort
794,21617,Heapsort
794,18888,Mergesort
794,11792,Quicksort
794,3175,Radixsort
795,431292,Bubblesort
795,305200,Insertionsort
795,21749,Heapsort
795,18906,Mergesort
795,13907,Quicksort
795,3179,Radixsort
796,435527,Bubblesort
796,312428,Insertionsort
796,21766,Heapsort
796,18924,Mergesort
796,12694,Quicksort
796,3183,Radixsort
797,442895,Bubblesort
797,328864,Insertionsort
797,21694,Heapsort
797,18946,Mergesort
797,13800,Quicksort
797,3187,Radixsort
798,439263,Bubblesort
798,316466,Insertionsort
798,21930,Heapsort
798,18964,Mergesort
798,12936,Quicksort
798,3191,Radixsort
799,442647,Bubblesort
799,319548,Insertionsort
799,21834,Heapsort
799,18984,Mergesort
799,14850,Quicksort
799,3195,Radixsort
800,446171,Bubblesort
800,319646,Insertionsort
800,21866,Heapsort
800,19004,Mergesort
800,13204,Quicksort
800,3199,Radixsort
801,443293,Bubblesort
801,322634,Insertionsort
801,21938,Heapsort
801,19078,Mergesort
801,14797,Quicksort
801,3203,Radixsort
802,444260,Bubblesort
802,319004,Insertionsort
802,21898,Heapsort
802,19092,Mergesort
802,12047,Quicksort
802,3207,Radixsort
803,447962,Bubblesort
803,326396,Insertionsort
803,21979,Heapsort
803,19108,Mergesort
803,12605,Quicksort
803,3211,Radixsort
804,452882,Bubblesort
804,336848,Insertionsort
804,21882,Heapsort
804,19124,Mergesort
804,13685,Quicksort
804,3215,Radixsort
805,444044,Bubblesort
805,316018,Insertionsort
805,22137,Heapsort
805,19144,Mergesort
805,13874,Quicksort
805,3219,Radixsort
806,452001,Bubblesort
806,332412,Insertionsort
806,21989,Heapsort
806,19160,Mergesort
806,12564,Quicksort
806,3223,Radixsort
807,453962,Bubblesort
807,331156,Insertionsort
807,22121,Heapsort
807,19178,Mergesort
807,12555,Quicksort
807,3227,Radixsort
808,452655,Bubblesort
808,320572,Insertionsort
808,22090,Heapsort
808,19196,Mergesort
808,13521,Quicksort
808,3231,Radixsort
809,452790,Bubblesort
809,322428,Insertionsort
809,22222,Heapsort
809,19224,Mergesort
809,12228,Quicksort
809,3235,Radixsort
810,458982,Bubblesort
810,330584,Insertionsort
810,22197,Heapsort
810,19240,Mergesort
810,13697,Quicksort
810,3239,Radixsort
811,455625,Bubblesort
811,330428,Insertionsort
811,22287,Heapsort
811,19258,Mergesort
811,14814,Quicksort
811,3243,Radixsort
812,455890,Bubblesort
812,332014,Insertionsort
812,22238,Heapsort
812,19276,Mergesort
812,13462,Quicksort
812,3247,Radixsort
813,454888,Bubblesort
813,331922,Insertionsort
813,22331,Heapsort
813,19298,Mergesort
813,11853,Quicksort
813,3251,Radixsort
814,465061,Bubblesort
814,340842,Insertionsort
814,22255,Heapsort
814,19316,Mergesort
814,13470,Quicksort
814,3255,Radixsort
815,468384,Bubblesort
815,347236,Insertionsort
815,22372,Heapsort
815,19336,Mergesort
815,13392,Quicksort
815,3259,Radixsort
816,460374,Bubblesort
816,328128,Insertionsort
816,22437,Heapsort
816,19356,Mergesort
816,13835,Quicksort
816,3263,Radixsort
817,458580,Bubblesort
817,327620,Insertionsort
817,22419,Heapsort
817,19400,Mergesort
817,13134,Quicksort
817,3267,Radixsort
818,463940,Bubblesort
818,339684,Insertionsort
818,22475,Heapsort
818,19416,Mergesort
818,13732,Quicksort
818,3271,Radixsort
819,456947,Bubblesort
819,318710,Insertionsort
819,22544,Heapsort
819,19434,Mergesort
819,13920,Quicksort
819,3275,Radixsort
820,463271,Bubblesort
820,323752,Insertionsort
820,22516,Heapsort
820,19452,Mergesort
820,15201,Quicksort
820,3279,Radixsort
821,471641,Bubblesort
821,339558,Insertionsort
821,22726,Heapsort
821,19474,Mergesort
821,12645,Quicksort
821,3283,Radixsort
822,462267,Bubblesort
822,332184,Insertionsort
822,22641,Heapsort
822,19492,Mergesort
822,13418,Quicksort
822,3287,Radixsort
823,467610,Bubblesort
823,339084,Insertionsort
823,22566,Heapsort
823,19512,Mergesort
823,12862,Quicksort
823,3291,Radixsort
824,472051,Bubblesort
824,343776,Insertionsort
824,22571,Heapsort
824,19532,Mergesort
824,14313,Quicksort
824,3295,Radixsort
825,472556,Bubblesort
825,348094,Insertionsort
825,22631,Heapsort
825,19562,Mergesort
825,15750,Quicksort
825,3299,Radixsort
826,475936,Bubblesort
826,344232,Insertionsort
826,22726,Heapsort
826,19580,Mergesort
826,13581,Quicksort
826,3303,Radixsort
827,468571,Bubblesort
827,327442,Insertionsort
827,22741,Heapsort
827,19600,Mergesort
827,13129,Quicksort
827,3307,Radixsort
828,471548,Bubblesort
828,329772,Insertionsort
828,22839,Heapsort
828,19620,Mergesort
828,12841,Quicksort
828,3311,Radixsort
829,471265,Bubblesort
829,336710,Insertionsort
829,22812,Heapsort
829,19644,Mergesort
829,12887,Quicksort
829,3315,Radixsort
830,478116,Bubblesort
830,345610,Insertionsort
830,22721,Heapsort
830,19664,Mergesort
830,13285,Quicksort
830,3319,Radixsort
831,484239,Bubblesort
831,357948,Insertionsort
831,22952,Heapsort
831,19686,Mergesort
831,12931,Quicksort
831,3323,Radixsort
832,482695,Bubblesort
832,354346,Insertionsort
832,22837,Heapsort
832,19708,Mergesort
832,12716,Quicksort
832,3327,Radixsort
833,482618,Bubblesort
833,342734,Insertionsort
833,22834,Heapsort
833,19846,Mergesort
833,12628,Quicksort
833,3331,Radixsort
834,484438,Bubblesort
834,351594,Insertionsort
834,22923,Heapsort
834,19860,Mergesort
834,13827,Quicksort
834,3335,Radixsort
835,483752,Bubblesort
835,354120,Insertionsort
835,22977,Heapsort
835,19876,Mergesort
835,13862,Quicksort
835,3339,Radixsort
836,482485,Bubblesort
836,342718,Insertionsort
836,23006,Heapsort
836,19892,Mergesort
836,13354,Quicksort
836,3343,Radixsort
837,484760,Bubblesort
837,353594,Insertionsort
837,23195,Heapsort
837,19912,Mergesort
837,13085,Quicksort
837,3347,Radixsort
838,483413,Bubblesort
838,346874,Insertionsort
