Array Size, Qty operations, method
210,4148,Mergesort
210,2697,Quicksort
210,839,Radixsort
211,33078,Bubblesort
211,24036,Insertionsort
211,4545,Heapsort
211,4164,Mergesort
211,2823,Quicksort
211,843,Radixsort
212,33427,Bubblesort
212,24198,Insertionsort
212,4574,Heapsort
212,4180,Mergesort
212,2688,Quicksort
212,847,Radixsort
213,33278,Bubblesort
213,23234,Insertionsort
213,4628,Heapsort
213,4200,Mergesort
213,2525,Quicksort
213,851,Radixsort
214,33697,Bubblesort
214,24342,Insertionsort
214,4621,Heapsort
214,4216,Mergesort
214,2712,Quicksort
214,855,Radixsort
215,33418,Bubblesort
215,22600,Insertionsort
215,4666,Heapsort
215,4234,Mergesort
215,2591,Quicksort
215,859,Radixsort
216,33112,Bubblesort
216,22000,Insertionsort
216,4749,Heapsort
216,4252,Mergesort
216,2503,Quicksort
216,863,Radixsort
217,34425,Bubblesort
217,24214,Insertionsort
217,4752,Heapsort
217,4280,Mergesort
217,2676,Quicksort
217,867,Radixsort
218,34819,Bubblesort
218,24994,Insertionsort
218,4733,Heapsort
218,4296,Mergesort
218,2456,Quicksort
218,871,Radixsort
219,34612,Bubblesort
219,22890,Insertionsort
219,4778,Heapsort
219,4314,Mergesort
219,2888,Quicksort
219,875,Radixsort
220,35101,Bubblesort
220,24492,Insertionsort
220,4843,Heapsort
220,4332,Mergesort
220,2421,Quicksort
220,879,Radixsort
221,35089,Bubblesort
221,23078,Insertionsort
221,4831,Heapsort
221,4354,Mergesort
221,3044,Quicksort
221,883,Radixsort
222,35387,Bubblesort
222,24242,Insertionsort
222,4878,Heapsort
222,4372,Mergesort
222,2642,Quicksort
222,887,Radixsort
223,36195,Bubblesort
223,25644,Insertionsort
223,4869,Heapsort
223,4392,Mergesort
223,2736,Quicksort
223,891,Radixsort
224,36409,Bubblesort
224,25160,Insertionsort
224,4895,Heapsort
224,4412,Mergesort
224,2655,Quicksort
224,895,Radixsort
225,37347,Bubblesort
225,26176,Insertionsort
225,4919,Heapsort
225,4486,Mergesort
225,2630,Quicksort
225,899,Radixsort
226,36756,Bubblesort
226,25700,Insertionsort
226,4942,Heapsort
226,4500,Mergesort
226,3444,Quicksort
226,903,Radixsort
227,36860,Bubblesort
227,24836,Insertionsort
227,4942,Heapsort
227,4516,Mergesort
227,3310,Quicksort
227,907,Radixsort
228,38456,Bubblesort
228,27774,Insertionsort
228,4992,Heapsort
228,4532,Mergesort
228,2838,Quicksort
228,911,Radixsort
229,38157,Bubblesort
229,26660,Insertionsort
229,5043,Heapsort
229,4552,Mergesort
229,3063,Quicksort
229,915,Radixsort
230,37358,Bubblesort
230,23838,Insertionsort
230,5027,Heapsort
230,4568,Mergesort
230,3359,Quicksort
230,919,Radixsort
231,38938,Bubblesort
231,27310,Insertionsort
231,5072,Heapsort
231,4586,Mergesort
231,2772,Quicksort
231,923,Radixsort
232,38975,Bubblesort
232,27068,Insertionsort
232,5113,Heapsort
232,4604,Mergesort
232,2803,Quicksort
232,927,Radixsort
233,39271,Bubblesort
233,26610,Insertionsort
233,5125,Heapsort
233,4632,Mergesort
233,3104,Quicksort
233,931,Radixsort
234,39563,Bubblesort
234,28156,Insertionsort
234,5160,Heapsort
234,4648,Mergesort
234,3003,Quicksort
234,935,Radixsort
235,40464,Bubblesort
235,28096,Insertionsort
235,5166,Heapsort
235,4666,Mergesort
235,2866,Quicksort
235,939,Radixsort
236,40749,Bubblesort
236,28086,Insertionsort
236,5201,Heapsort
236,4684,Mergesort
236,3214,Quicksort
236,943,Radixsort
237,41278,Bubblesort
237,29172,Insertionsort
237,5228,Heapsort
237,4706,Mergesort
237,3478,Quicksort
237,947,Radixsort
238,41473,Bubblesort
238,28786,Insertionsort
238,5305,Heapsort
238,4724,Mergesort
238,3441,Quicksort
238,951,Radixsort
239,40593,Bubblesort
239,26714,Insertionsort
239,5317,Heapsort
239,4744,Mergesort
239,3371,Quicksort
239,955,Radixsort
240,42241,Bubblesort
240,29060,Insertionsort
240,5358,Heapsort
240,4764,Mergesort
240,3247,Quicksort
240,959,Radixsort
241,40815,Bubblesort
241,26752,Insertionsort
241,5358,Heapsort
241,4808,Mergesort
241,3057,Quicksort
241,963,Radixsort
242,43586,Bubblesort
242,31762,Insertionsort
242,5273,Heapsort
242,4824,Mergesort
242,3191,Quicksort
242,967,Radixsort
243,43279,Bubblesort
243,30144,Insertionsort
243,5357,Heapsort
243,4842,Mergesort
243,3256,Quicksort
243,971,Radixsort
244,42930,Bubblesort
244,28344,Insertionsort
244,5428,Heapsort
244,4860,Mergesort
244,3757,Quicksort
244,975,Radixsort
245,43908,Bubblesort
245,31650,Insertionsort
245,5440,Heapsort
245,4882,Mergesort
245,3514,Quicksort
245,979,Radixsort
246,44216,Bubblesort
246,30202,Insertionsort
246,5490,Heapsort
246,4900,Mergesort
246,3401,Quicksort
246,983,Radixsort
247,45614,Bubblesort
247,33324,Insertionsort
247,5442,Heapsort
247,4920,Mergesort
247,3233,Quicksort
247,987,Radixsort
248,44554,Bubblesort
248,31408,Insertionsort
248,5522,Heapsort
248,4940,Mergesort
248,3258,Quicksort
248,991,Radixsort
249,46539,Bubblesort
249,33150,Insertionsort
249,5573,Heapsort
249,4970,Mergesort
249,2900,Quicksort
249,995,Radixsort
250,45651,Bubblesort
250,31474,Insertionsort
250,5614,Heapsort
250,4988,Mergesort
250,3386,Quicksort
250,999,Radixsort
251,45617,Bubblesort
251,31278,Insertionsort
251,5581,Heapsort
251,5008,Mergesort
251,3347,Quicksort
251,1003,Radixsort
252,44951,Bubblesort
252,29722,Insertionsort
252,5640,Heapsort
252,5028,Mergesort
252,3442,Quicksort
252,1007,Radixsort
253,46924,Bubblesort
253,33114,Insertionsort
253,5691,Heapsort
253,5052,Mergesort
253,3229,Quicksort
253,1011,Radixsort
254,46972,Bubblesort
254,32736,Insertionsort
254,5681,Heapsort
254,5072,Mergesort
254,3408,Quicksort
254,1015,Radixsort
255,46834,Bubblesort
255,32806,Insertionsort
255,5750,Heapsort
255,5094,Mergesort
255,2935,Quicksort
255,1019,Radixsort
256,47378,Bubblesort
256,32038,Insertionsort
256,5767,Heapsort
256,5116,Mergesort
256,3514,Quicksort
256,1023,Radixsort
257,47891,Bubblesort
257,33304,Insertionsort
257,5788,Heapsort
257,5634,Mergesort
257,3385,Quicksort
257,1027,Radixsort
258,46470,Bubblesort
258,29982,Insertionsort
258,5844,Heapsort
258,5644,Mergesort
258,3929,Quicksort
258,1031,Radixsort
259,50329,Bubblesort
259,36834,Insertionsort
259,5757,Heapsort
259,5656,Mergesort
259,3586,Quicksort
259,1035,Radixsort
260,48983,Bubblesort
260,34584,Insertionsort
260,5846,Heapsort
260,5668,Mergesort
260,3229,Quicksort
260,1039,Radixsort
261,49344,Bubblesort
261,33766,Insertionsort
261,5840,Heapsort
261,5684,Mergesort
261,4219,Quicksort
261,1043,Radixsort
262,50655,Bubblesort
262,35228,Insertionsort
262,5800,Heapsort
262,5696,Mergesort
262,3286,Quicksort
262,1047,Radixsort
263,50012,Bubblesort
263,33682,Insertionsort
263,5929,Heapsort
263,5710,Mergesort
263,2993,Quicksort
263,1051,Radixsort
264,51085,Bubblesort
264,36120,Insertionsort
264,5949,Heapsort
264,5724,Mergesort
264,3458,Quicksort
264,1055,Radixsort
265,49454,Bubblesort
265,33066,Insertionsort
265,5967,Heapsort
265,5748,Mergesort
265,3567,Quicksort
265,1059,Radixsort
266,52737,Bubblesort
266,38566,Insertionsort
266,6005,Heapsort
266,5760,Mergesort
266,3643,Quicksort
266,1063,Radixsort
267,50482,Bubblesort
267,32936,Insertionsort
267,6032,Heapsort
267,5774,Mergesort
267,3592,Quicksort
267,1067,Radixsort
268,52161,Bubblesort
268,37158,Insertionsort
268,6055,Heapsort
268,5788,Mergesort
268,3588,Quicksort
268,1071,Radixsort
269,52139,Bubblesort
269,36328,Insertionsort
269,6073,Heapsort
269,5806,Mergesort
269,3142,Quicksort
269,1075,Radixsort
270,53595,Bubblesort
270,36818,Insertionsort
270,6048,Heapsort
270,5820,Mergesort
270,3769,Quicksort
270,1079,Radixsort
271,53080,Bubblesort
271,37086,Insertionsort
271,6105,Heapsort
271,5836,Mergesort
271,3649,Quicksort
271,1083,Radixsort
272,54764,Bubblesort
272,39100,Insertionsort
272,6089,Heapsort
272,5852,Mergesort
272,3414,Quicksort
272,1087,Radixsort
273,54761,Bubblesort
273,39662,Insertionsort
273,6167,Heapsort
273,5892,Mergesort
273,3737,Quicksort
273,1091,Radixsort
274,52833,Bubblesort
274,34236,Insertionsort
274,6235,Heapsort
274,5904,Mergesort
274,3689,Quicksort
274,1095,Radixsort
275,54783,Bubblesort
275,37616,Insertionsort
275,6292,Heapsort
275,5918,Mergesort
275,3527,Quicksort
275,1099,Radixsort
276,55309,Bubblesort
276,37782,Insertionsort
276,6276,Heapsort
276,5932,Mergesort
276,3149,Quicksort
276,1103,Radixsort
277,56322,Bubblesort
277,39772,Insertionsort
277,6318,Heapsort
277,5950,Mergesort
277,3397,Quicksort
277,1107,Radixsort
278,54947,Bubblesort
278,36762,Insertionsort
278,6353,Heapsort
278,5964,Mergesort
278,3572,Quicksort
278,1111,Radixsort
279,56264,Bubblesort
279,37106,Insertionsort
279,6365,Heapsort
279,5980,Mergesort
279,3758,Quicksort
279,1115,Radixsort
280,56317,Bubblesort
280,38556,Insertionsort
280,6388,Heapsort
280,5996,Mergesort
280,3466,Quicksort
280,1119,Radixsort
281,56217,Bubblesort
281,39996,Insertionsort
281,6460,Heapsort
281,6022,Mergesort
281,4427,Quicksort
281,1123,Radixsort
282,57569,Bubblesort
282,39902,Insertionsort
282,6462,Heapsort
282,6036,Mergesort
282,3435,Quicksort
282,1127,Radixsort
283,58128,Bubblesort
283,40410,Insertionsort
283,6441,Heapsort
283,6052,Mergesort
283,3958,Quicksort
283,1131,Radixsort
284,59228,Bubblesort
284,42352,Insertionsort
284,6491,Heapsort
284,6068,Mergesort
284,3535,Quicksort
284,1135,Radixsort
285,60217,Bubblesort
285,42950,Insertionsort
285,6506,Heapsort
285,6088,Mergesort
285,4078,Quicksort
285,1139,Radixsort
286,58839,Bubblesort
286,40430,Insertionsort
286,6535,Heapsort
286,6104,Mergesort
286,3816,Quicksort
286,1143,Radixsort
287,59184,Bubblesort
287,40972,Insertionsort
287,6520,Heapsort
287,6122,Mergesort
287,3599,Quicksort
287,1147,Radixsort
288,59937,Bubblesort
288,40822,Insertionsort
288,6642,Heapsort
288,6140,Mergesort
288,4131,Quicksort
288,1151,Radixsort
289,60611,Bubblesort
289,42812,Insertionsort
289,6618,Heapsort
289,6212,Mergesort
289,3816,Quicksort
289,1155,Radixsort
290,61214,Bubblesort
290,41348,Insertionsort
290,6662,Heapsort
290,6224,Mergesort
290,3655,Quicksort
290,1159,Radixsort
291,62803,Bubblesort
291,45346,Insertionsort
291,6677,Heapsort
291,6238,Mergesort
291,3770,Quicksort
291,1163,Radixsort
292,61111,Bubblesort
292,42270,Insertionsort
292,6748,Heapsort
292,6252,Mergesort
292,3726,Quicksort
292,1167,Radixsort
293,60769,Bubblesort
293,43238,Insertionsort
293,6757,Heapsort
293,6270,Mergesort
293,3605,Quicksort
293,1171,Radixsort
294,62910,Bubblesort
294,44678,Insertionsort
294,6753,Heapsort
294,6284,Mergesort
294,4604,Quicksort
294,1175,Radixsort
295,63281,Bubblesort
295,44178,Insertionsort
295,6741,Heapsort
295,6300,Mergesort
295,4726,Quicksort
295,1179,Radixsort
296,63954,Bubblesort
296,46574,Insertionsort
296,6752,Heapsort
296,6316,Mergesort
296,4040,Quicksort
296,1183,Radixsort
297,64309,Bubblesort
297,45380,Insertionsort
297,6845,Heapsort
297,6342,Mergesort
297,4417,Quicksort
297,1187,Radixsort
298,64717,Bubblesort
298,45810,Insertionsort
298,6820,Heapsort
298,6356,Mergesort
298,4060,Quicksort
298,1191,Radixsort
299,64006,Bubblesort
299,44384,Insertionsort
299,6925,Heapsort
299,6372,Mergesort
299,4039,Quicksort
299,1195,Radixsort
300,64923,Bubblesort
300,44662,Insertionsort
300,6939,Heapsort
300,6388,Mergesort
300,4143,Quicksort
300,1199,Radixsort
301,65737,Bubblesort
301,45736,Insertionsort
301,6945,Heapsort
301,6408,Mergesort
301,3934,Quicksort
301,1203,Radixsort
302,67252,Bubblesort
302,47246,Insertionsort
302,7016,Heapsort
302,6424,Mergesort
302,3946,Quicksort
302,1207,Radixsort
303,69032,Bubblesort
303,51398,Insertionsort
303,6947,Heapsort
303,6442,Mergesort
303,3565,Quicksort
303,1211,Radixsort
304,65894,Bubblesort
304,44126,Insertionsort
304,7066,Heapsort
304,6460,Mergesort
304,4252,Quicksort
304,1215,Radixsort
305,67275,Bubblesort
305,46594,Insertionsort
305,7048,Heapsort
305,6502,Mergesort
305,3717,Quicksort
305,1219,Radixsort
306,65723,Bubblesort
306,43060,Insertionsort
306,7206,Heapsort
306,6516,Mergesort
306,4355,Quicksort
306,1223,Radixsort
307,68123,Bubblesort
307,47114,Insertionsort
307,7131,Heapsort
307,6532,Mergesort
307,4777,Quicksort
307,1227,Radixsort
308,68748,Bubblesort
308,48568,Insertionsort
308,7163,Heapsort
308,6548,Mergesort
308,4394,Quicksort
308,1231,Radixsort
309,68398,Bubblesort
309,47622,Insertionsort
309,7229,Heapsort
309,6568,Mergesort
309,4078,Quicksort
309,1235,Radixsort
310,69959,Bubblesort
310,50034,Insertionsort
310,7183,Heapsort
310,6584,Mergesort
310,4094,Quicksort
310,1239,Radixsort
311,71927,Bubblesort
311,52122,Insertionsort
311,7222,Heapsort
311,6602,Mergesort
311,3881,Quicksort
311,1243,Radixsort
312,69270,Bubblesort
312,46352,Insertionsort
312,7284,Heapsort
312,6620,Mergesort
312,4283,Quicksort
312,1247,Radixsort
313,71041,Bubblesort
313,49380,Insertionsort
313,7314,Heapsort
313,6648,Mergesort
313,4352,Quicksort
313,1251,Radixsort
314,71139,Bubblesort
314,48364,Insertionsort
314,7274,Heapsort
314,6664,Mergesort
314,4522,Quicksort
314,1255,Radixsort
315,71168,Bubblesort
315,49466,Insertionsort
315,7334,Heapsort
315,6682,Mergesort
315,4292,Quicksort
315,1259,Radixsort
316,71975,Bubblesort
316,50364,Insertionsort
316,7396,Heapsort
316,6700,Mergesort
316,4615,Quicksort
316,1263,Radixsort
317,73029,Bubblesort
317,50566,Insertionsort
317,7378,Heapsort
317,6722,Mergesort
317,4809,Quicksort
317,1267,Radixsort
318,75284,Bubblesort
318,55880,Insertionsort
318,7452,Heapsort
318,6740,Mergesort
318,4300,Quicksort
318,1271,Radixsort
319,72789,Bubblesort
319,50676,Insertionsort
319,7467,Heapsort
319,6760,Mergesort
319,4454,Quicksort
319,1275,Radixsort
320,72325,Bubblesort
320,48098,Insertionsort
320,7523,Heapsort
320,6780,Mergesort
320,4005,Quicksort
320,1279,Radixsort
321,74328,Bubblesort
321,50410,Insertionsort
321,7586,Heapsort
321,6916,Mergesort
321,3973,Quicksort
321,1283,Radixsort
322,72961,Bubblesort
322,49780,Insertionsort
322,7546,Heapsort
322,6928,Mergesort
322,3978,Quicksort
322,1287,Radixsort
323,75624,Bubblesort
323,52384,Insertionsort
323,7573,Heapsort
323,6942,Mergesort
323,4413,Quicksort
323,1291,Radixsort
324,75062,Bubblesort
324,51838,Insertionsort
324,7638,Heapsort
324,6956,Mergesort
324,4450,Quicksort
324,1295,Radixsort
325,75451,Bubblesort
325,49770,Insertionsort
325,7653,Heapsort
325,6974,Mergesort
325,4340,Quicksort
325,1299,Radixsort
326,76426,Bubblesort
326,52584,Insertionsort
326,7727,Heapsort
326,6988,Mergesort
326,4173,Quicksort
326,1303,Radixsort
327,77362,Bubblesort
327,54958,Insertionsort
327,7697,Heapsort
327,7004,Mergesort
327,4938,Quicksort
327,1307,Radixsort
328,77170,Bubblesort
328,52172,Insertionsort
328,7675,Heapsort
328,7020,Mergesort
328,4254,Quicksort
328,1311,Radixsort
329,76978,Bubblesort
329,50994,Insertionsort
329,7756,Heapsort
329,7046,Mergesort
329,4396,Quicksort
329,1315,Radixsort
330,79015,Bubblesort
330,55808,Insertionsort
330,7737,Heapsort
330,7060,Mergesort
330,4346,Quicksort
330,1319,Radixsort
331,78390,Bubblesort
331,55660,Insertionsort
331,7821,Heapsort
331,7076,Mergesort
331,4623,Quicksort
331,1323,Radixsort
332,80341,Bubblesort
332,57694,Insertionsort
332,7832,Heapsort
332,7092,Mergesort
332,4237,Quicksort
332,1327,Radixsort
333,80704,Bubblesort
333,57000,Insertionsort
333,7841,Heapsort
333,7112,Mergesort
333,4336,Quicksort
333,1331,Radixsort
334,80713,Bubblesort
334,54778,Insertionsort
334,7831,Heapsort
334,7128,Mergesort
334,4477,Quicksort
334,1335,Radixsort
335,80353,Bubblesort
335,53168,Insertionsort
335,7906,Heapsort
335,7146,Mergesort
335,4928,Quicksort
335,1339,Radixsort
336,81470,Bubblesort
336,56076,Insertionsort
336,7986,Heapsort
336,7164,Mergesort
336,4234,Quicksort
336,1343,Radixsort
337,81220,Bubblesort
337,56736,Insertionsort
337,7926,Heapsort
337,7206,Mergesort
337,4433,Quicksort
337,1347,Radixsort
338,82483,Bubblesort
338,57524,Insertionsort
338,7946,Heapsort
338,7220,Mergesort
338,4609,Quicksort
338,1351,Radixsort
339,82047,Bubblesort
339,56376,Insertionsort
339,8051,Heapsort
339,7236,Mergesort
339,4352,Quicksort
339,1355,Radixsort
340,84277,Bubblesort
340,60634,Insertionsort
340,7999,Heapsort
340,7252,Mergesort
340,5827,Quicksort
340,1359,Radixsort
341,85936,Bubblesort
341,62266,Insertionsort
341,8023,Heapsort
341,7272,Mergesort
341,4455,Quicksort
341,1363,Radixsort
342,86696,Bubblesort
342,62594,Insertionsort
342,8061,Heapsort
342,7288,Mergesort
342,4892,Quicksort
342,1367,Radixsort
343,84429,Bubblesort
343,57498,Insertionsort
343,8118,Heapsort
343,7306,Mergesort
343,4530,Quicksort
343,1371,Radixsort
344,86385,Bubblesort
344,62056,Insertionsort
344,8078,Heapsort
344,7324,Mergesort
344,5118,Quicksort
344,1375,Radixsort
345,85608,Bubblesort
345,58768,Insertionsort
345,8177,Heapsort
345,7352,Mergesort
345,5103,Quicksort
345,1379,Radixsort
346,86998,Bubblesort
346,61410,Insertionsort
346,8212,Heapsort
346,7368,Mergesort
346,4915,Quicksort
346,1383,Radixsort
347,86489,Bubblesort
347,60508,Insertionsort
347,8197,Heapsort
347,7386,Mergesort
347,6021,Quicksort
347,1387,Radixsort
348,86076,Bubblesort
348,58966,Insertionsort
348,8271,Heapsort
348,7404,Mergesort
348,4584,Quicksort
348,1391,Radixsort
349,87777,Bubblesort
349,63860,Insertionsort
349,8304,Heapsort
349,7426,Mergesort
349,4635,Quicksort
349,1395,Radixsort
350,86634,Bubblesort
350,56524,Insertionsort
350,8399,Heapsort
350,7444,Mergesort
350,5148,Quicksort
350,1399,Radixsort
351,89957,Bubblesort
351,63540,Insertionsort
351,8306,Heapsort
351,7464,Mergesort
351,5108,Quicksort
351,1403,Radixsort
352,90401,Bubblesort
352,63626,Insertionsort
352,8341,Heapsort
352,7484,Mergesort
352,4647,Quicksort
352,1407,Radixsort
353,90784,Bubblesort
353,63810,Insertionsort
353,8422,Heapsort
353,7558,Mergesort
353,4601,Quicksort
353,1411,Radixsort
354,90634,Bubblesort
354,64134,Insertionsort
354,8424,Heapsort
354,7572,Mergesort
354,5142,Quicksort
354,1415,Radixsort
355,89856,Bubblesort
355,61776,Insertionsort
355,8460,Heapsort
355,7588,Mergesort
355,4470,Quicksort
355,1419,Radixsort
356,92495,Bubblesort
356,65444,Insertionsort
356,8459,Heapsort
356,7604,Mergesort
356,4736,Quicksort
356,1423,Radixsort
357,90923,Bubblesort
357,63042,Insertionsort
357,8591,Heapsort
357,7624,Mergesort
357,4615,Quicksort
357,1427,Radixsort
358,91495,Bubblesort
358,63654,Insertionsort
358,8557,Heapsort
358,7640,Mergesort
358,4832,Quicksort
358,1431,Radixsort
359,92976,Bubblesort
359,66912,Insertionsort
359,8575,Heapsort
359,7658,Mergesort
359,5241,Quicksort
359,1435,Radixsort
360,94017,Bubblesort
360,66542,Insertionsort
360,8571,Heapsort
360,7676,Mergesort
360,5114,Quicksort
360,1439,Radixsort
361,92444,Bubblesort
361,62468,Insertionsort
361,8649,Heapsort
361,7704,Mergesort
361,5241,Quicksort
361,1443,Radixsort
362,93533,Bubblesort
362,66296,Insertionsort
362,8681,Heapsort
362,7720,Mergesort
362,5327,Quicksort
362,1447,Radixsort
363,95774,Bubblesort
363,68442,Insertionsort
363,8705,Heapsort
363,7738,Mergesort
363,5071,Quicksort
363,1451,Radixsort
364,94349,Bubblesort
364,65010,Insertionsort
364,8728,Heapsort
364,7756,Mergesort
364,5139,Quicksort
364,1455,Radixsort
365,93349,Bubblesort
365,61966,Insertionsort
365,8809,Heapsort
365,7778,Mergesort
365,5160,Quicksort
365,1459,Radixsort
366,95504,Bubblesort
366,66518,Insertionsort
366,8826,Heapsort
366,7796,Mergesort
366,4775,Quicksort
366,1463,Radixsort
367,98854,Bubblesort
367,71412,Insertionsort
367,8748,Heapsort
367,7816,Mergesort
367,4892,Quicksort
367,1467,Radixsort
368,97631,Bubblesort
368,65936,Insertionsort
368,8855,Heapsort
368,7836,Mergesort
368,4744,Quicksort
368,1471,Radixsort
369,98427,Bubblesort
369,68872,Insertionsort
369,8840,Heapsort
369,7880,Mergesort
369,4881,Quicksort
369,1475,Radixsort
370,98179,Bubblesort
370,67488,Insertionsort
370,8953,Heapsort
370,7896,Mergesort
370,5922,Quicksort
370,1479,Radixsort
371,99697,Bubblesort
371,69410,Insertionsort
371,8977,Heapsort
371,7914,Mergesort
371,5754,Quicksort
371,1483,Radixsort
372,97538,Bubblesort
372,68982,Insertionsort
372,8985,Heapsort
372,7932,Mergesort
372,5195,Quicksort
372,1487,Radixsort
373,100897,Bubblesort
373,70920,Insertionsort
373,8964,Heapsort
373,7954,Mergesort
373,5450,Quicksort
373,1491,Radixsort
374,98514,Bubblesort
374,65524,Insertionsort
374,9035,Heapsort
374,7972,Mergesort
374,4834,Quicksort
374,1495,Radixsort
375,102212,Bubblesort
375,72330,Insertionsort
375,9074,Heapsort
375,7992,Mergesort
375,5164,Quicksort
375,1499,Radixsort
376,101286,Bubblesort
376,68732,Insertionsort
376,9058,Heapsort
376,8012,Mergesort
376,6198,Quicksort
376,1503,Radixsort
377,102938,Bubblesort
377,73210,Insertionsort
377,9004,Heapsort
377,8042,Mergesort
377,5167,Quicksort
377,1507,Radixsort
378,100792,Bubblesort
378,67386,Insertionsort
378,9135,Heapsort
378,8060,Mergesort
378,5715,Quicksort
378,1511,Radixsort
379,104181,Bubblesort
379,74042,Insertionsort
379,9126,Heapsort
379,8080,Mergesort
379,5445,Quicksort
379,1515,Radixsort
380,104460,Bubblesort
380,73760,Insertionsort
380,9125,Heapsort
380,8100,Mergesort
380,4929,Quicksort
380,1519,Radixsort
381,103301,Bubblesort
381,71604,Insertionsort
381,9176,Heapsort
381,8124,Mergesort
381,5124,Quicksort
381,1523,Radixsort
382,105644,Bubblesort
382,73248,Insertionsort
382,9214,Heapsort
382,8144,Mergesort
382,5305,Quicksort
382,1527,Radixsort
383,106223,Bubblesort
383,74892,Insertionsort
383,9241,Heapsort
383,8166,Mergesort
383,5373,Quicksort
383,1531,Radixsort
384,108904,Bubblesort
384,81826,Insertionsort
384,9249,Heapsort
384,8188,Mergesort
384,5066,Quicksort
384,1535,Radixsort
385,105157,Bubblesort
385,72020,Insertionsort
